movieId,imdbId,tmdbId
8410,0047542,18398
8411,0120423,54800
8420,0039725,20849
8421,0168080,57544
8422,0034946,53779
8423,0018051,16661
8424,0020827,80708
8425,0100129,76516
8426,0093871,33441
8427,0078766,47819
8444,0092752,21793
8446,0041841,18712
8447,0047577,831
8448,0085354,10484
8450,0027300,37658
8451,0047885,26516
8452,0077942,110598
8453,0139388,44388
8454,0170259,10573
8455,0119561,113290
8456,0065889,26451
8457,0098528,111605
8458,0039040,54568
8459,0041452,28571
8460,0038116,27686
8461,0036777,123665
8462,0046963,43336
8463,0040495,62000
8464,0390521,9372
8465,0033774,41495
8469,0037135,52362
8477,0056119,662
8478,0095037,41799
8480,0018054,49633
8481,0032851,43805
8482,0037988,16559
8483,0061420,44695
8484,0053114,31217
8485,0196069,8341
8486,0031067,36488
8487,0054188,19414
8488,0070689,60595
8491,0042041,15794
8492,0044008,13188
8493,0100133,12651
8494,0059037,886
8495,0204137,9791
8496,0067549,27554
8499,0078111,26973
8500,0071565,38582
8501,0091209,9542
8502,0044030,17820
8503,0044760,26175
8504,0115738,31146
8505,0120408,20506
8506,0289944,37696
8507,0022913,136
8511,0008133,47653
8512,0075222,10970
8516,0038733,28162
8518,0020641,42812
8519,0071198,28159
8520,0104073,20676
8521,0022835,3019
8522,0032828,29353
8524,0047086,17761
8525,0061135,20277
8526,0327437,10204
8527,0319531,3515
8528,0364725,9472
8529,0362227,594
8530,0377752,8981
8531,0381707,12153
8532,0348593,1944
8533,0332280,11036
8534,0338512,1997
8535,0352277,15237
8536,0331525,
8537,0297753,11572
8540,0037522,19096
8541,0096953,72096
8542,0028772,11939
8543,0043547,47555
8544,0069031,24236
8545,0220343,80218
8571,0064100,26520
8572,0026641,43897
8573,0366943,29456
8574,0272045,21386
8575,0243135,24908
8576,0339230,9256
8577,0342213,25783
8578,0339840,8991
8579,0086251,44691
8580,0099851,23378
8581,0168122,3293
8582,0104810,36947
8583,0037604,54028
8584,0037865,17645
8585,0110944,10448
8586,0035272,57684
8587,0230512,61487
8588,0250468,14365
8589,0098437,29383
8591,0087910,10606
8592,0057681,42988
8593,0104573,16136
8594,0165086,58669
8595,0061678,42407
8596,0078163,6081
8597,0282552,12577
8598,0281924,36561
8599,0299854,49814
8600,0029870,13696
8601,0024803,44494
8602,0053270,15484
8603,0097095,36672
8604,0152930,2330
8605,0295721,2334
8606,0052100,64204
8607,0388473,13398
8608,0064106,2912
8609,0014341,701
8610,0086873,10631
8611,0039370,43466
8612,0036098,2202
8613,0040884,76076
8614,0093693,10780
8615,0023194,3484
8616,0045586,19590
8617,0053622,23724
8618,0047136,26596
8619,0111205,44925
8620,0056732,29264
8621,0238321,33994
8622,0361596,1777
8623,0093886,11584
8624,0309614,9901
8625,0342956,202475
8626,0059125,26811
8627,0357567,38631
8628,0114371,54022
8629,0167059,23522
8630,0120848,207625
8631,0073092,22094
8632,0217788,161080
8633,0087597,11884
8634,0088224,21871
8635,0078437,30876
8636,0316654,558
8637,0381006,48732
8638,0381681,80
8639,0331952,10742
8640,0349683,9477
8641,0357413,8699
8642,0368975,9893
8643,0356470,11247
8644,0343818,2048
8645,0390221,436
8646,0043469,61391
8647,0055992,18643
8648,0158030,67297
8649,0077629,31948
8650,0056196,43004
8651,0068909,45793
8652,0064728,46495
8653,0073559,45874
8654,0047365,65994
8655,0089945,19014
8656,0095468,10754
8657,0051087,30054
8658,0101004,36630
8659,0299594,39770
8660,0072021,36627
8661,0056085,11897
8662,0040491,43443
8663,0358569,54300
8664,0074916,58925
8665,0372183,2502
8666,0327554,314
8667,0359423,18923
8668,0125766,146373
8669,0075268,5228
8670,0023563,12206
8671,0245157,16539
8672,0050171,75046
8673,0035763,74012
8674,0236157,26126
8675,0050356,15876
8676,0113074,26300
8677,0032475,68064
8678,0064395,12625
8679,0051750,45520
8680,0090197,46767
8681,0071737,55848
8682,0065969,42525
8683,0068897,43417
8684,0049902,15244
8685,0047216,62395
8686,0059470,42737
8687,0054240,47615
8688,0063592,39209
8689,0100602,20876
8690,0069280,24559
8691,0351770,78208
8692,0035530,43786
8693,0045323,72613
8694,0035583,43787
8695,0039169,27437
8696,0069822,40374
8697,0311072,20316
8698,0099292,41925
8699,0219636,259389
8700,0035799,22871
8701,0112895,37019
8702,0109665,18190
8703,0299873,71786
8704,0097373,42347
8705,0099623,39140
8706,0076111,69903
8707,0107045,219345
8708,0260695,41890
8709,0097530,27307
8710,0104812,36709
8711,0040613,32294
8712,0029284,41463
8713,0093744,19051
8714,0038776,43485
8715,0052002,51997
8716,0028108,43885
8717,0111216,112969
8718,0040806,62694
8719,0035369,43785
8720,0103007,53287
8721,0092042,29584
8722,0086494,32644
8723,0293191,89482
8724,0057091,1040
8725,0064381,42604
8726,0062153,24214
8727,0072848,5122
8728,0068424,42469
8729,0088315,119623
8730,0243609,1783
8731,0044926,10910
8732,0092637,17238
8733,0280990,22156
8734,0041604,26814
8735,0051724,43116
8736,0081291,39269
8737,0115976,99859
8738,0055572,31522
8739,0056215,47796
8740,0050330,26893
8741,0107999,69035
8742,0087795,73621
8743,0090729,22976
8744,0042447,55441
8745,0054483,45608
8746,0328031,21619
8747,0118025,9680
8748,0057171,42801
8749,0101428,12627
8750,0083611,86404
8751,0042530,18671
8752,0041859,17218
8753,0346091,41316
8754,0064840,5179
8755,0173772,53198
8756,0079639,65156
8757,0066016,42593
8758,0067314,76002
8759,0054944,64868
8760,0100613,52741
8761,0057579,15081
8762,0074968,21147
8763,0063389,64877
8764,0118030,147169
8765,0035432,16703
8766,0038360,20298
8767,0040160,19974
8768,0041268,22112
8769,0079152,4201
8770,0082346,39868
8771,0039017,20408
8772,0059749,13580
8773,0035317,18706
8774,0038259,34327
8775,0055871,43013
8776,0108435,38505
8777,0098209,41940
8778,0038494,20417
8779,0310778,14652
8780,0064045,69526
8781,0368008,14462
8782,0167456,14623
8783,0368447,6947
8784,0333766,401
8785,0043313,50247
8786,0030643,46326
8787,0061094,35780
8788,0063694,25361
8789,0064137,45522
8790,0286921,23750
8791,0115665,45509
8792,0323465,44289
8793,0250638,25536
8794,0076446,38837
8795,0275083,23305
8796,0060438,17768
8797,0064921,27375
8798,0369339,1538
8799,0361841,14846
8800,0345061,2577
8801,0104503,52936
8802,0053351,46884
8803,0309291,33333
8804,0096336,41975
8805,0262246,16606
8806,0093505,60760
8807,0366551,11282
8808,0368933,11130
8809,0337960,14389
8810,0370263,395
8811,0403703,11052
8812,0291392,60015
8813,0361309,23601
8814,0364751,10762
8815,0204313,11026
8816,0063634,18693
8817,0065125,45598
8818,0057191,8745
8819,0061595,45335
8820,0061015,18690
8821,0059255,7506
8822,0080062,65596
8823,0086370,36912
8824,0056093,46081
8825,0092744,40087
8826,0220726,46831
8827,0083652,20120
8828,0057997,22543
8829,0315273,44415
8830,0366174,11237
8831,0324127,8080
8832,0374330,14797
8833,0241025,11632
8834,0380277,18475
8835,0338325,15644
8836,0324554,11208
8837,0283077,24079
8838,0071115,16153
8839,0113762,13559
8840,0063803,42694
8841,0362129,32298
8842,0105108,66566
8843,0110518,124029
8844,0078763,42164
8845,0086961,124
8846,0339147,29979
8847,0099691,41762
8848,0046521,12548
8849,0092133,33345
8850,0057063,19893
8851,0073722,42264
8852,0059399,11387
8853,0081528,104659
8854,0093624,24924
8855,0090327,17994
8856,0079822,75759
8857,0058294,60437
8858,0080380,49069
8859,0270846,31117
8860,0337921,9759
8861,0318627,1577
8862,0362526,14198
8863,0389988,288952
8864,0339412,16232
8865,0346156,5137
8866,0360201,11823
8867,0348529,2003
8868,0338097,18804
8869,0361620,13969
8870,0356618,10145
8871,0357054,26486
8872,0365125,13702
8873,0318462,1653
8874,0365748,747
8875,0044509,84214
8876,0052631,84655
8877,0033029,23627
8878,0101591,26230
8879,0071877,4176
8880,0089560,11177
8881,0029852,43839
8882,0062755,26690
8883,0081031,35101
8884,0089543,10905
8885,0076683,18196
8886,0070622,70345
8887,0105811,88174
8888,0251370,132422
8889,0079450,42215
8890,0052549,43105
8891,0107090,71140
8892,0103773,27816
8893,0099108,27815
8894,0076504,12707
8895,0317052,43657
8896,0051756,43117
8897,0067881,47446
8898,0044386,54979
8899,0079271,42172
8900,0066550,42600
8901,0087268,47825
8902,0072750,62697
8903,0057569,31655
8904,0113449,27498
8905,0103594,1492
8906,0078935,8689
8907,0307453,10555
8908,0349710,11128
8909,0363475,22842
8910,0356721,1599
8911,0361696,14024
8912,0316732,11045
8913,0384810,15503
8914,0390384,14337
8915,0368658,26108
8916,0358135,4380
8917,0372588,3989
8918,0349416,16358
8919,0380609,25313
8920,0046874,2438
8921,0048563,65550
8922,0092972,29445
8923,0080009,11121
8924,0077714,55457
8925,0324619,101887
8926,0078975,23739
8927,0074279,21241
8928,0061655,3053
8929,0066834,28356
8930,0354575,12456
8931,0342143,55047
8932,0071675,28153
8933,0090985,18499
8934,0103783,36616
8935,0101301,13644
8936,0098596,41936
8937,0390022,13416
8938,0390538,1435
8939,0364343,11099
8940,0382561,167177
8941,0355954,12483
8942,0362174,184530
8943,0340012,18701
8944,0329030,2319
8945,0286218,110351
8946,0252028,15566
8947,0391198,1970
8948,0375173,8849
8949,0375063,9675
8950,0361862,4553
8951,0383694,11109
8952,0365183,48678
8953,0360025,202587
8954,0396705,126148
8955,0360130,16131
8956,0375735,9391
8957,0387564,176
8958,0350258,1677
8959,0337876,10740
8960,0430745,66641
8961,0317705,9806
8962,0428518,19614
8963,0273689,12777
8964,0274407,47959
8965,0338348,5255
8966,0362269,11184
8967,0387575,11249
8968,0367479,10589
8969,0317198,9801
8970,0308644,866
8971,0420332,4251
8972,0368891,2059
8973,0275491,140
8974,0345950,11836
8975,0299863,43743
8976,0038048,17818
8977,0346491,1966
8978,0388419,13673
8979,0390299,174787
8980,0360845,26347
8981,0376541,2288
8982,0327919,15397
8983,0385004,9550
8984,0349903,163
8985,0359013,36648
8986,0053644,15788
8987,0403910,33377
8988,0053716,18973
8989,0051516,41253
8990,0050301,15787
8991,0058018,35188
8992,0054853,35189
8993,0059166,52122
8994,0055069,28333
8995,0058456,24062
8996,0339727,43670
8997,0045192,58182
8998,0072272,
8999,0075323,74719
9000,0111408,77448
9001,0054453,43752
9002,0048937,42668
9003,0047947,25952
9004,0088979,16248
9005,0106912,15613
9006,0027657,151848
9007,0036940,30719
9008,0032635,28421
9009,0275468,47657
9010,0364517,8424
9011,0040705,32558
9012,0045109,50085
9013,0088074,50034
9014,0037280,42401
9015,0162662,67962
9016,0125510,30996
9017,0339827,44375
9018,0391024,18889
9019,0424885,210864
25735,0005078,70368
25736,0011130,3016
25737,0011237,2972
25738,0011387,71065
25739,0012304,42510
25741,0012364,58129
25742,0012494,29267
25743,0012675,36841
25744,0013257,57283
25745,0013367,171432
25746,0014142,18987
25747,0014611,41348
25748,0014972,27511
25749,0015119,96713
25750,0015324,992
25751,0015624,3060
25752,0015841,42359
25753,0015881,1405
25755,0016220,964
25757,0018037,939
25759,0018217,697
25760,0018218,104433
25762,0018528,27503
25763,0018737,905
25764,0018742,31411
25765,0018770,28189
25766,0018806,3061
25767,0019130,27517
25768,0019344,42538
25769,0019421,25768
25770,0019644,120833
25771,0020530,626
25773,0021079,27899
25774,0021577,5729
25775,0021730,42816
25777,0022158,13911
25778,0022208,51394
25782,0022718,48365
25783,0022827,3574
25785,0023037,91
25786,0023293,31592
25787,0023374,43132
25788,0023427,877
25789,0023458,875
25792,0023634,28268
25793,0023649,779
25794,0023686,56724
25795,0023948,39130
25796,0024055,28046
25797,0024069,31511
25798,0024188,3031
25800,0024240,43130
25801,0024548,43595
25802,0024593,43149
25803,0024727,43148
25804,0024772,50073
25805,0024844,43904
25806,0024865,43693
25807,0024894,24106
25808,0025301,47921
25809,0025373,49640
25810,0025423,46910
25811,0025493,43689
25812,0025748,22614
25814,0025898,51949
25816,0026126,43889
25818,0026529,43896
25819,0026685,28910
25820,0026912,17907
25822,0027194,27970
25824,0027478,52677
25825,0027652,14615
25826,0027884,31773
25827,0027996,24807
25828,0028096,17030
25829,0028174,23389
25830,0028249,31548
25831,0028356,54569
25832,0028505,38721
25833,0028683,43874
25834,0028691,16515
25835,0028773,27973
25837,0028804,20642
25839,0029322,37650
25840,0029442,43867
25841,0029604,43864
25842,0029682,23101
25843,0029912,60562
25846,0030044,46688
25850,0030241,16274
25851,0030744,99318
25852,0031359,55207
25854,0031491,31868
25855,0031867,37698
25856,0032145,3084
25858,0032156,46069
25859,0032181,43806
25860,0032273,55604
25861,0032285,26635
25864,0032432,43811
25865,0032701,17801
25866,0033028,26201
25868,0033373,29884
25869,0033654,45978
25870,0033712,38914
25871,0033754,33523
25872,0033766,33112
25874,0033945,28789
25875,0034274,43799
25878,0034428,18790
25879,0034449,37036
25881,0034778,43522
25882,0034828,36612
25884,0035100,97648
25885,0035209,23336
25886,0035238,22387
25887,0035415,27655
25888,0035608,23051
25890,0035959,43306
25891,0035979,18727
25892,0035980,33049
25893,0036152,41355
25894,0036174,47352
25897,0036432,43518
25898,0036506,41391
25899,0036723,21622
25900,0036733,28436
25901,0036910,22638
25902,0036914,51144
25903,0037055,35006
25904,0037075,21451
25905,0037077,42879
25906,0037094,43307
25907,0037096,50066
25908,0037166,18229
25910,0037462,52440
25911,0037469,17136
25912,0037671,43494
25913,0037820,30348
25914,0037824,9797
25915,0038107,45219
25916,0038160,18771
25918,0038190,30177
25919,0038338,41020
25920,0038369,16090
25921,0038455,44041
25922,0038461,25502
25923,0038574,14320
25924,0038622,26701
25926,0038913,43469
25927,0038991,20246
25928,0039636,82101
25929,0039661,19169
25930,0039677,43461
25931,0039776,31980
25932,0039926,27448
25934,0040064,29244
25935,0040141,83838
25936,0040142,43452
25937,0040308,29380
25938,0040369,37347
25940,0040525,3766
25941,0040536,946
25942,0040550,70447
25943,0040636,20482
25944,0040694,35032
25945,0040872,44190
25946,0040876,41609
25947,0040919,33115
25948,0040978,20638
25950,0041158,29885
25951,0041507,25698
25952,0041587,45578
25954,0041719,4558
25956,0041855,43439
25957,0041923,61828
25959,0042200,25209
25960,0042436,15390
25961,0042531,17409
25962,0042646,43388
25963,0042804,800
25964,0042958,32690
25965,0043012,43390
25966,0043511,41464
25970,0044480,43961
25971,0044486,43358
25972,0044502,24003
25974,0045053,28431
25975,0045112,43364
25976,0045177,30801
25977,0045469,3023
25979,0045846,43348
25980,0045935,43349
25984,0046436,24381
25986,0046766,11402
25987,0046851,35861
25989,0046998,45213
25990,0047123,20127
25991,0047191,24518
25993,0047203,13457
25994,0047443,23620
25995,0047444,31372
25996,0047522,3111
25998,0047580,41503
25999,0047677,28696
26000,0047944,94123
26001,0048216,17640
26002,0048393,44026
26003,0048434,803
26005,0048579,31374
26006,0048604,25893
26007,0048752,36439
26008,0048954,46007
26009,0049012,33319
26010,0049055,28100
26012,0049710,31378
26013,0049782,19742
26016,0050168,44134
26018,0050246,22334
26019,0050393,29347
26021,0050556,15697
26022,0050681,43234
26025,0051003,18776
26026,0051128,29071
26027,0051221,54541
26028,0051454,44559
26030,0051542,30637
26033,0051834,76754
26034,0051845,56156
26035,0051887,43119
26038,0052278,43137
26042,0052303,69977
26043,0052365,42661
26044,0052543,43051
26046,0052765,43101
26047,0052929,58997
26048,0053115,34528
26049,0053121,31427
26050,0053126,58902
26051,0053131,27029
26052,0053168,690
26055,0053390,46918
26056,0053462,43111
26058,0054020,52745
26059,0054144,36872
26062,0054353,43047
26063,0054354,72354
26064,0054460,31589
26066,0054652,52841
26067,0054795,18449
26068,0054890,50474
26070,0055019,79827
26072,0055205,750
26073,0055233,34530
26074,0055278,33710
26076,0055505,64568
26078,0055728,17185
26079,0055892,109667
26080,0055946,31287
26082,0056058,14537
26083,0056194,16103
26084,0056262,13671
26085,0056264,11085
26086,0056300,53218
26088,0056389,65048
26090,0056512,24188
26093,0056700,28367
26094,0056736,21135
26095,0056905,52705
26096,0056907,3010
26098,0057181,31383
26099,0057226,39222
26100,0057263,39495
26101,0057298,15263
26104,0057334,751
26106,0057360,42798
26107,0057426,4025
26108,0057543,61892
26109,0057591,25253
26110,0057809,37684
26111,0057877,15421
26112,0057879,166607
26113,0057883,37315
26116,0058213,10299
26117,0058262,24229
26119,0058390,26031
26122,0058430,3763
26123,0058529,17696
26124,0058530,7348
26125,0058606,28504
26127,0058724,151138
26128,0058743,23574
26130,0058926,17091
26131,0058946,17295
26133,0059026,13187
26134,0059127,17102
26136,0059250,23194
26137,0059263,16850
26138,0059274,24395
26139,0059309,37921
26140,0059311,59802
26141,0059410,16303
26142,0059418,29715
26144,0059549,36583
26146,0059653,60555
26147,0059798,42731
26148,0059825,3482
26150,0060107,895
26151,0060138,20108
26152,0060153,2661
26153,0060472,20379
26155,0060588,29710
26156,0060635,104237
26157,0060666,22293
26158,0060802,789
26159,0061101,45706
26160,0061369,11047
26162,0061550,2097
26163,0061589,135
26164,0061643,33257
26167,0061814,66043
26169,0061882,17905
26170,0061955,4191
26171,0062136,10227
26172,0062138,26039
26174,0062262,42701
26175,0062301,42702
26176,0062374,41212
26177,0062380,26204
26178,0062407,5767
26180,0062425,42713
26181,0062472,27277
26183,0062687,9929
26184,0062759,20873
26185,0062909,29778
26187,0063049,18193
26188,0063050,22176
26189,0063115,42623
26191,0063426,42634
26194,0063654,118872
26195,0063665,50789
26197,0063794,29266
26198,0063829,27983
26199,0064002,5638
26203,0064177,14801
26204,0064208,49397
26205,0064382,42607
26206,0064519,40430
26207,0064573,38096
26208,0064612,48831
26209,0064622,24152
26210,0064638,1846
26211,0064694,21323
26213,0064886,5928
26214,0065073,29748
26215,0065241,105627
26216,0065360,85255
26219,0065492,26525
26220,0065555,31672
26221,0065642,48408
26222,0065649,33205
26223,0065755,70327
26225,0065772,2860
26226,0065836,42589
26227,0065856,71943
26228,0065955,31304
26229,0065963,64828
26230,0066181,38222
26231,0066214,26606
26232,0066289,36404
26235,0066530,42528
26236,0066565,20848
26237,0066601,2998
26240,0066819,31906
26241,0066993,31767
26242,0067023,839
26243,0067072,25109
26245,0067144,36194
26246,0067277,16328
26247,0067333,42500
26248,0067341,16154
26249,0067355,9394
26251,0067439,74689
26252,0067482,36850
26253,0067483,38646
26254,0067658,84285
26255,0067713,34479
26256,0067809,18287
26257,0067810,5822
26258,0067866,13041
26259,0067919,40732
26263,0068291,122677
26265,0068503,18250
26266,0068505,33020
26267,0068637,89417
26268,0068655,12089
26269,0068815,41471
26270,0068816,17810
26271,0068828,23148
26274,0069067,80911
26277,0069282,87417
26280,0069400,11378
26282,0069747,760
26283,0069865,27331
26285,0069945,1410
26287,0069958,38729
26288,0070003,86889
26289,0070030,31943
26290,0070046,29142
26291,0070115,56764
26294,0070215,9474
26295,0070222,27084
26297,0070300,31596
26299,0070531,59189
26301,0070640,38714
26302,0070643,31587
26303,0070698,22307
26304,0070726,62330
26306,0070791,28498
26307,0070800,21964
26308,0070842,21035
26309,0070895,25473
26312,0071260,118121
26313,0071269,32044
26314,0071282,62761
26315,0071358,30702
26316,0071431,25627
26317,0071464,24402
26318,0071487,5558
26320,0071508,3043
26321,0071544,36665
26322,0071571,16246
26323,0071583,27977
26324,0071598,42448
26325,0071604,42449
26326,0071615,8327
26327,0071762,37627
26333,0072267,32940
26334,0072274,31656
26336,0072608,29859
26337,0072610,28994
26338,0072826,5618
26339,0072895,19174
26340,0072901,9385
26341,0072933,28209
26342,0072973,1835
26343,0073008,70259
26344,0073018,10711
26345,0073075,19740
26346,0073114,1829
26347,0073179,43430
26349,0073453,32042
26350,0073580,9652
26353,0073694,38099
26354,0073714,47313
26356,0073768,5725
26357,0073820,38783
26359,0074084,3870
26360,0074152,1660
26362,0074447,133008
26364,0074553,6476
26365,0074559,10640
26366,0074605,33324
26368,0074870,48205
26369,0074883,46978
26370,0074896,26842
26371,0074906,42252
26372,0075119,73100
26375,0075223,11558
26377,0075376,5651
26378,0075462,43751
26379,0075520,2413
26380,0075617,14336
26383,0075931,18775
26386,0076141,12535
26387,0076155,1421
26388,0076161,62847
26389,0076336,77360
26391,0076451,12637
26392,0076574,54140
26393,0076740,38985
26394,0076843,61280
26395,0077147,16378
26397,0077272,72412
26398,0077294,11935
26399,0077559,13481
26400,0077598,24998
26401,0077655,13514
26402,0077660,113777
26403,0077687,1362
26404,0077728,156235
26409,0078062,98851
26410,0078077,29107
26411,0078084,45691
26413,0078252,11537
26414,0078481,45695
26416,0078850,42165
26417,0078907,33701
26418,0078913,38438
26422,0079261,10654
26424,0079322,25264
26425,0079336,19827
26429,0079489,18966
26430,0079495,30636
26431,0079672,33665
26432,0079770,45169
26433,0079815,15717
26435,0079948,54663
26436,0080419,80310
26438,0080605,179798
26444,0081874,64353
26446,0082443,114516
26448,0082892,47542
26450,0082968,86295
26452,0083387,82205
26453,0083480,149645
26459,0084637,23615
26462,0085210,13633
26463,0085218,14087
26464,0085255,6341
26465,0085387,27679
26467,0085404,7012
26468,0085412,20545
26470,0085450,23096
26471,0085474,15251
26472,0085482,17435
26475,0085838,78177
26476,0085933,11948
26479,0086112,15716
26480,0086135,29173
26481,0086153,32689
26483,0086203,21356
26484,0086213,42115
26485,0086216,232
26486,0086242,42116
26487,0086355,30707
26488,0086356,12633
26489,0086374,47892
26490,0086379,19258
26491,0086450,22998
26492,0086491,15301
26493,0086543,29140
26494,0086589,28054
26495,0086618,11609
26496,0086655,9041
26497,0086904,31939
26498,0086994,63418
26501,0087054,42086
26502,0087056,13189
26504,0087065,48677
26505,0087072,30278
26507,0087144,46088
26509,0087197,19596
26510,0087225,1884
26512,0087414,19621
26513,0087451,10179
26514,0087482,47874
26515,0087596,113784
26519,0087789,108241
26520,0087821,27102
26521,0087968,47359
26523,0088117,27414
26524,0088275,33138
26526,0088423,25425
26527,0088461,8221
26528,0088727,17663
26529,0088748,8868
26530,0088771,29903
26532,0088781,92802
26536,0088821,54407
26538,0088960,41243
26539,0089006,12615
26540,0089013,14029
26542,0089110,10372
26544,0089264,40929
26546,0089371,67342
26547,0089374,9056
26550,0089603,27064
26551,0089689,51878
26553,0089793,62429
26554,0089869,10176
26555,0090056,9080
26558,0090094,18502
26559,0090130,31600
26560,0090215,41205
26561,0090270,30069
26562,0090319,16082
26564,0090557,14670
26565,0090667,9318
26566,0090713,30653
26567,0090856,26555
26569,0090915,47340
26571,0091060,10570
26574,0091113,42021
26577,0091642,65326
26578,0091670,24657
26580,0091724,53157
26581,0091943,41480
26582,0091981,36677
26585,0092263,11471
26587,0092337,
26589,0093015,21733
26590,0093066,17421
26593,0093171,22572
26596,0093342,49964
26597,0093402,41076
26599,0093412,4043
26600,0093483,27342
26602,0093668,2172
26603,0093777,8852
26606,0093978,30421
26608,0094056,60631
26610,0094304,96333
26611,0094315,49815
26612,0094357,18305
26613,0094681,92663
26614,0094791,8677
26615,0094834,26369
26616,0094888,11513
26617,0094897,40844
26622,0095050,49314
26628,0095389,41959
26629,0095444,16296
26630,0095655,13192
26631,0095715,18917
26634,0095827,116345
26638,0095904,48309
26643,0096218,41967
26644,0096288,47795
26645,0096386,4271
26647,0096464,41949
26649,0096639,13057
26655,0097099,114524
26662,0097814,16859
26663,0097904,38695
26664,0097910,2927
26670,0098204,41939
26672,0098368,85556
26674,0098898,119324
26675,0098967,26936
26676,0099018,25943
26677,0099143,71373
26680,0099329,9768
26681,0099426,11909
26682,0099460,60778
26684,0099611,27274
26685,0099634,110838
26686,0099654,10485
26688,0099739,9569
26689,0099747,22189
26690,0099816,71805
26691,0099818,7975
26693,0099864,2670
26694,0099902,41821
26695,0099951,21344
26696,0100029,9399
26698,0100224,31597
26699,0100234,30017
26700,0100280,11131
26701,0100339,14571
26702,0100469,21168
26703,0100491,59058
26704,0100685,1662
26707,0100747,6444
26708,0100762,71642
26710,0100911,31923
26712,0101254,20562
26713,0101258,18311
26714,0101268,48448
26717,0101420,1483
26718,0101440,41783
26719,0101531,28553
26720,0101597,58648
26723,0101704,36337
26724,0101751,68773
26726,0101786,25330
26728,0101984,22423
26729,0102015,4539
26730,0102032,22792
26731,0102048,22828
26732,0102164,12776
26734,0102220,31696
26736,0102293,17467
26737,0102307,36351
26738,0102313,47252
26741,0102395,34376
26743,0102587,15080
26744,0102590,39233
26745,0102609,6463
26746,0102614,14362
26749,0102722,5048
26750,0102744,9588
26751,0102817,41792
26752,0102913,25674
26754,0102982,
26755,0102984,21338
26756,0102993,123778
26757,0103010,94666
26758,0103110,41804
26759,0103135,147164
26760,0103262,23438
26761,0103516,215993
26762,0103634,97044
26763,0103768,29904
26764,0103923,13995
26765,0103950,11198
26766,0103969,41678
26767,0103973,75145
26769,0104030,186809
26770,0104107,19143
26774,0104511,27381
26775,0104567,45145
26776,0104652,11621
26777,0104663,47714
26778,0104670,19087
26782,0104802,40082
26784,0105001,36288
26788,0105197,38143
26791,0105391,31962
26792,0105402,22590
26793,0105602,41777
26796,0105682,48150
26797,0105764,41778
26801,0105859,40213
26802,0105888,83761
26803,0105916,34683
26804,0106112,47350
26806,0106257,25684
26809,0106335,5051
26810,0106341,14135
26811,0106342,18817
26812,0106356,27678
26813,0106504,83599
26814,0106639,16437
26815,0106685,251732
26818,0106937,17811
26819,0106950,12088
26822,0107157,96712
26825,0107277,48706
26826,0107376,47105
26827,0107384,30366
26828,0107612,19371
26831,0107685,41661
26834,0107819,35610
26835,0107861,67595
26838,0108170,12664
26840,0108188,7500
26841,0108207,20339
26842,0108281,11143
26843,0108334,5187
26849,0108941,13519
26850,0109020,32764
26851,0109412,26877
26853,0109542,59051
26854,0109552,18998
26856,0109723,18392
26858,0109791,8983
26860,0109816,41578
26861,0109838,17796
26863,0109917,63097
26865,0110200,17809
26868,0110405,271304
26869,0110426,18837
26870,0110442,11067
26871,0110612,10486
26873,0110832,58416
26874,0110913,35977
26875,0110917,19223
26880,0111275,54804
26886,0111835,18674
26887,0112040,152426
26889,0112527,57221
26898,0113194,26830
26900,0113556,51038
26901,0113617,30718
26903,0113824,37797
26908,0114099,37062
26911,0114437,18665
26913,0114563,12613
26914,0114728,21846
26915,0114733,16233
26925,0115819,13063
26928,0115940,37563
26933,0116298,63054
26934,0116426,41343
26937,0116671,27318
26938,0116736,16003
26939,0116752,8214
26940,0116835,30330
26941,0116860,29927
26944,0117073,48709
26945,0117193,37431
26946,0117194,100167
26947,0117407,2061
26948,0117496,11210
26949,0117540,148478
26950,0117609,27994
26954,0117909,2460
26958,0118308,12254
26962,0118603,55902
26964,0118720,74097
26965,0118760,16992
26966,0118768,9956
26968,0118898,36702
26969,0119088,134458
26970,0119092,26124
26973,0119227,9092
26974,0119237,18415
26975,0119249,17629
26976,0119278,116008
26978,0119467,37517
26980,0119629,37673
26981,0119642,26103
26982,0119657,44641
26985,0119794,8765
26989,0119879,9845
26990,0119893,26644
26991,0119926,36221
26992,0119975,26215
26994,0120018,64559
26996,0120051,28123
26998,0120126,35638
26999,0120131,9732
27001,0120523,86913
27002,0120570,30983
27003,0120604,5470
27004,0120695,10213
27005,0120714,19846
27006,0120801,50008
27008,0120860,12095
27009,0120868,1283
27015,0123003,95136
27016,0123034,44625
27018,0123092,36282
27020,0123865,14533
27022,0124901,9812
27027,0125507,41992
27031,0127354,88421
27032,0127357,8697
27033,0127392,22140
27036,0130414,7096
27040,0131566,21039
27044,0133643,19850
27046,0133985,17263
27049,0135659,15738
27050,0135790,344
27064,0143127,15805
27067,0144550,14439
27070,0145394,41227
27073,0145547,13428
27074,0145600,27260
27075,0146402,11508
27077,0147599,67899
27078,0148103,36105
27081,0150143,47186
27087,0154683,50173
27092,0156171,57644
27093,0156408,46817
27094,0156587,45935
27095,0156610,47060
27096,0156849,84002
27103,0157990,9943
27105,0158131,23356
27108,0158692,55257
27109,0158714,2487
27112,0159485,38821
27114,0159784,10429
27124,0161292,17985
27131,0164538,21210
27132,0164699,54860
